sAMAccountName,firstName,lastName,displayName,groups,userPrincipalName,password,ou,description
Younwoo.Maquelin,Younwoo,Maquelin,Younwoo Maquelin,BulkUsers,Younwoo.Maquelin@cloudoperations.com,Welcome923,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Hironoby.Atchley,Hironoby,Atchley,Hironoby Atchley,BulkUsers,Hironoby.Atchley@cloudoperations.com,Welcome924,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Heng.Waterhouse,Heng,Waterhouse,Heng Waterhouse,BulkUsers,Heng.Waterhouse@cloudoperations.com,Welcome925,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Leni.Eppinger,Leni,Eppinger,Leni Eppinger,BulkUsers,Leni.Eppinger@cloudoperations.com,Welcome926,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Gal.Scallan,Gal,Scallan,Gal Scallan,BulkUsers,Gal.Scallan@cloudoperations.com,Welcome927,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Udaiprakash.Schmezko,Udaiprakash,Schmezko,Udaiprakash Schmezko,BulkUsers,Udaiprakash.Schmezko@cloudoperations.com,Welcome928,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sumali.Arlazarov,Sumali,Arlazarov,Sumali Arlazarov,BulkUsers,Sumali.Arlazarov@cloudoperations.com,Welcome929,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Arch.Minakawa,Arch,Minakawa,Arch Minakawa,BulkUsers,Arch.Minakawa@cloudoperations.com,Welcome930,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Abdulla.Beutelspacher,Abdulla,Beutelspacher,Abdulla Beutelspacher,BulkUsers,Abdulla.Beutelspacher@cloudoperations.com,Welcome931,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Avishai.Picci,Avishai,Picci,Avishai Picci,BulkUsers,Avishai.Picci@cloudoperations.com,Welcome932,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Juyoung.Seghrouchni,Juyoung,Seghrouchni,Juyoung Seghrouchni,BulkUsers,Juyoung.Seghrouchni@cloudoperations.com,Welcome933,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Bartek.Strooper,Bartek,Strooper,Bartek Strooper,BulkUsers,Bartek.Strooper@cloudoperations.com,Welcome934,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Morris.Famili,Morris,Famili,Morris Famili,BulkUsers,Morris.Famili@cloudoperations.com,Welcome935,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mountaz.Schicker,Mountaz,Schicker,Mountaz Schicker,BulkUsers,Mountaz.Schicker@cloudoperations.com,Welcome936,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Anyuan.Nanard,Anyuan,Nanard,Anyuan Nanard,BulkUsers,Anyuan.Nanard@cloudoperations.com,Welcome937,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Shaowei.Iisaku,Shaowei,Iisaku,Shaowei Iisaku,BulkUsers,Shaowei.Iisaku@cloudoperations.com,Welcome938,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Matk.Akazan,Matk,Akazan,Matk Akazan,BulkUsers,Matk.Akazan@cloudoperations.com,Welcome939,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Aleksander.Fioravanti,Aleksander,Fioravanti,Aleksander Fioravanti,BulkUsers,Aleksander.Fioravanti@cloudoperations.com,Welcome940,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Katsuyuki.Norsworthy,Katsuyuki,Norsworthy,Katsuyuki Norsworthy,BulkUsers,Katsuyuki.Norsworthy@cloudoperations.com,Welcome941,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Toshimitsu.Larfeldt,Toshimitsu,Larfeldt,Toshimitsu Larfeldt,BulkUsers,Toshimitsu.Larfeldt@cloudoperations.com,Welcome942,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Berna.Skafidas,Berna,Skafidas,Berna Skafidas,BulkUsers,Berna.Skafidas@cloudoperations.com,Welcome943,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Remko.Zyda,Remko,Zyda,Remko Zyda,BulkUsers,Remko.Zyda@cloudoperations.com,Welcome944,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Kazuhiro.Kushnir,Kazuhiro,Kushnir,Kazuhiro Kushnir,BulkUsers,Kazuhiro.Kushnir@cloudoperations.com,Welcome945,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Shaz.Kabayashi,Shaz,Kabayashi,Shaz Kabayashi,BulkUsers,Shaz.Kabayashi@cloudoperations.com,Welcome946,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Gor.Usery,Gor,Usery,Gor Usery,BulkUsers,Gor.Usery@cloudoperations.com,Welcome947,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Shigehito.Brodie,Shigehito,Brodie,Shigehito Brodie,BulkUsers,Shigehito.Brodie@cloudoperations.com,Welcome948,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Shigeichiro.Wroclawski,Shigeichiro,Wroclawski,Shigeichiro Wroclawski,BulkUsers,Shigeichiro.Wroclawski@cloudoperations.com,Welcome949,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sushant.Staylopatis,Sushant,Staylopatis,Sushant Staylopatis,BulkUsers,Sushant.Staylopatis@cloudoperations.com,Welcome950,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Marco.Iisaku,Marco,Iisaku,Marco Iisaku,BulkUsers,Marco.Iisaku@cloudoperations.com,Welcome951,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Inderjeet.Bharadwaj,Inderjeet,Bharadwaj,Inderjeet Bharadwaj,BulkUsers,Inderjeet.Bharadwaj@cloudoperations.com,Welcome952,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jahangir.Laventhal,Jahangir,Laventhal,Jahangir Laventhal,BulkUsers,Jahangir.Laventhal@cloudoperations.com,Welcome953,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Ranga.Burnard,Ranga,Burnard,Ranga Burnard,BulkUsers,Ranga.Burnard@cloudoperations.com,Welcome954,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Urs.Danley,Urs,Danley,Urs Danley,BulkUsers,Urs.Danley@cloudoperations.com,Welcome955,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Arno.Picel,Arno,Picel,Arno Picel,BulkUsers,Arno.Picel@cloudoperations.com,Welcome956,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Duke.Schnabel,Duke,Schnabel,Duke Schnabel,BulkUsers,Duke.Schnabel@cloudoperations.com,Welcome957,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Huican.Katalagarianos,Huican,Katalagarianos,Huican Katalagarianos,BulkUsers,Huican.Katalagarianos@cloudoperations.com,Welcome958,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Kerryn.Vigier,Kerryn,Vigier,Kerryn Vigier,BulkUsers,Kerryn.Vigier@cloudoperations.com,Welcome959,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Billur.Braunschweig,Billur,Braunschweig,Billur Braunschweig,BulkUsers,Billur.Braunschweig@cloudoperations.com,Welcome960,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Weiwu.Choobineh,Weiwu,Choobineh,Weiwu Choobineh,BulkUsers,Weiwu.Choobineh@cloudoperations.com,Welcome961,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Naraig.Kugler,Naraig,Kugler,Naraig Kugler,BulkUsers,Naraig.Kugler@cloudoperations.com,Welcome962,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Hatsukazu.Swist,Hatsukazu,Swist,Hatsukazu Swist,BulkUsers,Hatsukazu.Swist@cloudoperations.com,Welcome963,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Takushi.Bolsens,Takushi,Bolsens,Takushi Bolsens,BulkUsers,Takushi.Bolsens@cloudoperations.com,Welcome964,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Eckart.Braunschweig,Eckart,Braunschweig,Eckart Braunschweig,BulkUsers,Eckart.Braunschweig@cloudoperations.com,Welcome965,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Danel.Pardalos,Danel,Pardalos,Danel Pardalos,BulkUsers,Danel.Pardalos@cloudoperations.com,Welcome966,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Eran.Adachi,Eran,Adachi,Eran Adachi,BulkUsers,Eran.Adachi@cloudoperations.com,Welcome967,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Lakshmi.Kolinko,Lakshmi,Kolinko,Lakshmi Kolinko,BulkUsers,Lakshmi.Kolinko@cloudoperations.com,Welcome968,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Premal.Noriega,Premal,Noriega,Premal Noriega,BulkUsers,Premal.Noriega@cloudoperations.com,Welcome969,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Gen.Tiemann,Gen,Tiemann,Gen Tiemann,BulkUsers,Gen.Tiemann@cloudoperations.com,Welcome970,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Isamu.Vadhan,Isamu,Vadhan,Isamu Vadhan,BulkUsers,Isamu.Vadhan@cloudoperations.com,Welcome971,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Fumiko.Asser,Fumiko,Asser,Fumiko Asser,BulkUsers,Fumiko.Asser@cloudoperations.com,Welcome972,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Valdiodio.Raczkowsky,Valdiodio,Raczkowsky,Valdiodio Raczkowsky,BulkUsers,Valdiodio.Raczkowsky@cloudoperations.com,Welcome973,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Muneo.Papsdorf,Muneo,Papsdorf,Muneo Papsdorf,BulkUsers,Muneo.Papsdorf@cloudoperations.com,Welcome974,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Peternela.Birnbaum,Peternela,Birnbaum,Peternela Birnbaum,BulkUsers,Peternela.Birnbaum@cloudoperations.com,Welcome975,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Hitomi.Valette,Hitomi,Valette,Hitomi Valette,BulkUsers,Hitomi.Valette@cloudoperations.com,Welcome976,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Toong.Murrill,Toong,Murrill,Toong Murrill,BulkUsers,Toong.Murrill@cloudoperations.com,Welcome977,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Huiqun.Bellone,Huiqun,Bellone,Huiqun Bellone,BulkUsers,Huiqun.Bellone@cloudoperations.com,Welcome978,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Elrique.Raney,Elrique,Raney,Elrique Raney,BulkUsers,Elrique.Raney@cloudoperations.com,Welcome979,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Filipp.Munawer,Filipp,Munawer,Filipp Munawer,BulkUsers,Filipp.Munawer@cloudoperations.com,Welcome980,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sugwoo.Dulin,Sugwoo,Dulin,Sugwoo Dulin,BulkUsers,Sugwoo.Dulin@cloudoperations.com,Welcome981,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Yishay.Decleir,Yishay,Decleir,Yishay Decleir,BulkUsers,Yishay.Decleir@cloudoperations.com,Welcome982,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Somnath.Parascandalo,Somnath,Parascandalo,Somnath Parascandalo,BulkUsers,Somnath.Parascandalo@cloudoperations.com,Welcome983,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Pranjal.Billawala,Pranjal,Billawala,Pranjal Billawala,BulkUsers,Pranjal.Billawala@cloudoperations.com,Welcome984,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Chiradeep.Furedi,Chiradeep,Furedi,Chiradeep Furedi,BulkUsers,Chiradeep.Furedi@cloudoperations.com,Welcome985,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Masako.Schiper,Masako,Schiper,Masako Schiper,BulkUsers,Masako.Schiper@cloudoperations.com,Welcome986,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Flemming.Baezner,Flemming,Baezner,Flemming Baezner,BulkUsers,Flemming.Baezner@cloudoperations.com,Welcome987,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Chinya.Deyuan,Chinya,Deyuan,Chinya Deyuan,BulkUsers,Chinya.Deyuan@cloudoperations.com,Welcome988,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sumali.Candan,Sumali,Candan,Sumali Candan,BulkUsers,Sumali.Candan@cloudoperations.com,Welcome989,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Shin.Foote,Shin,Foote,Shin Foote,BulkUsers,Shin.Foote@cloudoperations.com,Welcome990,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Munehiro.Aingworth,Munehiro,Aingworth,Munehiro Aingworth,BulkUsers,Munehiro.Aingworth@cloudoperations.com,Welcome991,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Zhensheng.Juneja,Zhensheng,Juneja,Zhensheng Juneja,BulkUsers,Zhensheng.Juneja@cloudoperations.com,Welcome992,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Arve.Erde,Arve,Erde,Arve Erde,BulkUsers,Arve.Erde@cloudoperations.com,Welcome993,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Divine.Aingworth,Divine,Aingworth,Divine Aingworth,BulkUsers,Divine.Aingworth@cloudoperations.com,Welcome994,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Chenye.Hertweck,Chenye,Hertweck,Chenye Hertweck,BulkUsers,Chenye.Hertweck@cloudoperations.com,Welcome995,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Matk.Rahimi,Matk,Rahimi,Matk Rahimi,BulkUsers,Matk.Rahimi@cloudoperations.com,Welcome996,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Alselm.Parascandalo,Alselm,Parascandalo,Alselm Parascandalo,BulkUsers,Alselm.Parascandalo@cloudoperations.com,Welcome997,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Marlo.Kandlur,Marlo,Kandlur,Marlo Kandlur,BulkUsers,Marlo.Kandlur@cloudoperations.com,Welcome998,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Insup.Benveniste,Insup,Benveniste,Insup Benveniste,BulkUsers,Insup.Benveniste@cloudoperations.com,Welcome999,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Alain.Bonifati,Alain,Bonifati,Alain Bonifati,BulkUsers,Alain.Bonifati@cloudoperations.com,Welcome1000,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Baziley.Buchter,Baziley,Buchter,Baziley Buchter,BulkUsers,Baziley.Buchter@cloudoperations.com,Welcome1001,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Bluma.Ulupinar,Bluma,Ulupinar,Bluma Ulupinar,BulkUsers,Bluma.Ulupinar@cloudoperations.com,Welcome1002,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mariangiola.Gulla,Mariangiola,Gulla,Mariangiola Gulla,BulkUsers,Mariangiola.Gulla@cloudoperations.com,Welcome1003,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
JoAnna.Decleir,JoAnna,Decleir,JoAnna Decleir,BulkUsers,JoAnna.Decleir@cloudoperations.com,Welcome1004,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Byong.Douceur,Byong,Douceur,Byong Douceur,BulkUsers,Byong.Douceur@cloudoperations.com,Welcome1005,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Christoper.Butterworth,Christoper,Butterworth,Christoper Butterworth,BulkUsers,Christoper.Butterworth@cloudoperations.com,Welcome1006,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Olivera.Maccarone,Olivera,Maccarone,Olivera Maccarone,BulkUsers,Olivera.Maccarone@cloudoperations.com,Welcome1007,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Gennady.Menhoudj,Gennady,Menhoudj,Gennady Menhoudj,BulkUsers,Gennady.Menhoudj@cloudoperations.com,Welcome1008,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Alper.Axelband,Alper,Axelband,Alper Axelband,BulkUsers,Alper.Axelband@cloudoperations.com,Welcome1009,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jaques.Narwekar,Jaques,Narwekar,Jaques Narwekar,BulkUsers,Jaques.Narwekar@cloudoperations.com,Welcome1010,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Moti.Hofstetter,Moti,Hofstetter,Moti Hofstetter,BulkUsers,Moti.Hofstetter@cloudoperations.com,Welcome1011,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Taegyun.Speckmann,Taegyun,Speckmann,Taegyun Speckmann,BulkUsers,Taegyun.Speckmann@cloudoperations.com,Welcome1012,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Breannda.Vesel,Breannda,Vesel,Breannda Vesel,BulkUsers,Breannda.Vesel@cloudoperations.com,Welcome1013,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Baoqiu.Vecchi,Baoqiu,Vecchi,Baoqiu Vecchi,BulkUsers,Baoqiu.Vecchi@cloudoperations.com,Welcome1014,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jeanna.Riesenhuber,Jeanna,Riesenhuber,Jeanna Riesenhuber,BulkUsers,Jeanna.Riesenhuber@cloudoperations.com,Welcome1015,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sibyl.Rajaraman,Sibyl,Rajaraman,Sibyl Rajaraman,BulkUsers,Sibyl.Rajaraman@cloudoperations.com,Welcome1016,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jovan.Sanella,Jovan,Sanella,Jovan Sanella,BulkUsers,Jovan.Sanella@cloudoperations.com,Welcome1017,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Berthier.Luby,Berthier,Luby,Berthier Luby,BulkUsers,Berthier.Luby@cloudoperations.com,Welcome1018,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Leon.Huttel,Leon,Huttel,Leon Huttel,BulkUsers,Leon.Huttel@cloudoperations.com,Welcome1019,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Weiwu.Encarnacion,Weiwu,Encarnacion,Weiwu Encarnacion,BulkUsers,Weiwu.Encarnacion@cloudoperations.com,Welcome1020,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Srinidhi.Henders,Srinidhi,Henders,Srinidhi Henders,BulkUsers,Srinidhi.Henders@cloudoperations.com,Welcome1021,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Apostol.Pintelas,Apostol,Pintelas,Apostol Pintelas,BulkUsers,Apostol.Pintelas@cloudoperations.com,Welcome1022,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Yifei.Driscoll,Yifei,Driscoll,Yifei Driscoll,BulkUsers,Yifei.Driscoll@cloudoperations.com,Welcome1023,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Manton.Collavizza,Manton,Collavizza,Manton Collavizza,BulkUsers,Manton.Collavizza@cloudoperations.com,Welcome1024,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Heekeun.Delgrange,Heekeun,Delgrange,Heekeun Delgrange,BulkUsers,Heekeun.Delgrange@cloudoperations.com,Welcome1025,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Heon.Ossenbruggen,Heon,Ossenbruggen,Heon Ossenbruggen,BulkUsers,Heon.Ossenbruggen@cloudoperations.com,Welcome1026,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Remzi.Cappello,Remzi,Cappello,Remzi Cappello,BulkUsers,Remzi.Cappello@cloudoperations.com,Welcome1027,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Miyeon.Krider,Miyeon,Krider,Miyeon Krider,BulkUsers,Miyeon.Krider@cloudoperations.com,Welcome1028,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Georgi.Itzfeldt,Georgi,Itzfeldt,Georgi Itzfeldt,BulkUsers,Georgi.Itzfeldt@cloudoperations.com,Welcome1029,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Kwan.Hellwagner,Kwan,Hellwagner,Kwan Hellwagner,BulkUsers,Kwan.Hellwagner@cloudoperations.com,Welcome1030,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Ottavia.Walstra,Ottavia,Walstra,Ottavia Walstra,BulkUsers,Ottavia.Walstra@cloudoperations.com,Welcome1031,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Erez.Schaaf,Erez,Schaaf,Erez Schaaf,BulkUsers,Erez.Schaaf@cloudoperations.com,Welcome1032,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Shushma.Bahk,Shushma,Bahk,Shushma Bahk,BulkUsers,Shushma.Bahk@cloudoperations.com,Welcome1033,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Moti.Shrader,Moti,Shrader,Moti Shrader,BulkUsers,Moti.Shrader@cloudoperations.com,Welcome1034,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Bangqing.Atrawala,Bangqing,Atrawala,Bangqing Atrawala,BulkUsers,Bangqing.Atrawala@cloudoperations.com,Welcome1035,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Muzhong.Greenaway,Muzhong,Greenaway,Muzhong Greenaway,BulkUsers,Muzhong.Greenaway@cloudoperations.com,Welcome1036,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Lansing.Maliniak,Lansing,Maliniak,Lansing Maliniak,BulkUsers,Lansing.Maliniak@cloudoperations.com,Welcome1037,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jinya.Beidas,Jinya,Beidas,Jinya Beidas,BulkUsers,Jinya.Beidas@cloudoperations.com,Welcome1038,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Raimond.Pintelas,Raimond,Pintelas,Raimond Pintelas,BulkUsers,Raimond.Pintelas@cloudoperations.com,Welcome1039,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Cristinel.Denna,Cristinel,Denna,Cristinel Denna,BulkUsers,Cristinel.Denna@cloudoperations.com,Welcome1040,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Stamatina.Matheson,Stamatina,Matheson,Stamatina Matheson,BulkUsers,Stamatina.Matheson@cloudoperations.com,Welcome1041,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Gou.Breugel,Gou,Breugel,Gou Breugel,BulkUsers,Gou.Breugel@cloudoperations.com,Welcome1042,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Iara.Range,Iara,Range,Iara Range,BulkUsers,Iara.Range@cloudoperations.com,Welcome1043,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Elvia.Cherinka,Elvia,Cherinka,Elvia Cherinka,BulkUsers,Elvia.Cherinka@cloudoperations.com,Welcome1044,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Chikako.Schueller,Chikako,Schueller,Chikako Schueller,BulkUsers,Chikako.Schueller@cloudoperations.com,Welcome1045,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jixiang.Verhaegen,Jixiang,Verhaegen,Jixiang Verhaegen,BulkUsers,Jixiang.Verhaegen@cloudoperations.com,Welcome1046,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Heping.Gluchowski,Heping,Gluchowski,Heping Gluchowski,BulkUsers,Heping.Gluchowski@cloudoperations.com,Welcome1047,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jaques.Demke,Jaques,Demke,Jaques Demke,BulkUsers,Jaques.Demke@cloudoperations.com,Welcome1048,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Gift.Apsitis,Gift,Apsitis,Gift Apsitis,BulkUsers,Gift.Apsitis@cloudoperations.com,Welcome1049,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Elvis.Katiyar,Elvis,Katiyar,Elvis Katiyar,BulkUsers,Elvis.Katiyar@cloudoperations.com,Welcome1050,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Przemyslawa.Erol,Przemyslawa,Erol,Przemyslawa Erol,BulkUsers,Przemyslawa.Erol@cloudoperations.com,Welcome1051,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
